movieId,user_weighted_rating,title,genres,year,rtAllCriticsRating,rtAllCriticsNumReviews
915,3.8375113031403236,Sabrina (1954),Comedy|Romance,1954,3.7,31
904,4.239628948412884,Rear Window (1954),Mystery|Thriller,1954,4.45,60
2019,4.227074559909409,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1954,4.6,49
2287,3.3987179462834574,Them! (1954),Horror|Sci-Fi|Thriller,1954,3.0,50
7234,3.7146619181942,"Strada, La (1954)",Drama,1954,4.35,31
2363,3.1891151668057764,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1954,3.8,57
1103,3.759432645336049,Rebel Without a Cause (1955),Drama,1955,4.1,41
5602,3.571677416169581,"Ladykillers, The (1955)",Comedy|Crime,1955,3.05,185
668,3.7407612966398496,Song of the Little Road (Pather Panchali) (1955),Drama,1955,4.45,33
7013,3.823948049383299,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,1955,4.35,41
2080,3.5763681116325365,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,1955,3.7,31
4298,3.7055643839927273,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,1955,4.05,40
933,3.9429890354035106,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,1955,4.0,32
1946,3.6965536381672326,Marty (1955),Drama|Romance,1955,4.2,54
948,3.603344019726455,Giant (1956),Drama|Romance|Western,1956,3.85,35
3365,3.8293759494150876,"Searchers, The (1956)",Drama|Western,1956,4.4,41
1301,3.784863865958203,Forbidden Planet (1956),Drama|Sci-Fi,1956,4.05,36
952,3.4262575436159795,Around the World in 80 Days (1956),Adventure|Comedy,1956,2.4,127
2664,3.7099572141312427,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,1956,4.45,36
4432,3.7107059697927465,Sweet Smell of Success (1957),Drama|Film-Noir,1957,4.35,41
1203,4.183534315547332,12 Angry Men (1957),Drama,1957,4.4,36
5300,3.3995278518062797,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,1957,3.75,205
1178,4.097492624155077,Paths of Glory (1957),Drama|War,1957,4.3,39
2351,3.8345036289726697,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1957,4.35,35
1237,3.9984058584797175,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957,4.5,46
1250,4.072698072427565,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,1957,4.4,43
7766,3.7659192793483984,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,1957,4.35,33
5147,3.8793569408494184,Wild Strawberries (Smultronstället) (1957),Drama,1957,4.4,31
2454,3.307234361985142,"Fly, The (1958)",Horror|Mystery|Sci-Fi,1958,4.0,44
903,4.1132383167783235,Vertigo (1958),Drama|Mystery|Romance|Thriller,1958,4.3,54
3379,3.47397910262379,On the Beach (1959),Drama,1959,2.2,116
908,4.199423327033102,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,1959,4.5,58
6239,3.2979574426066813,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,1959,3.0,148
2096,3.566794285828722,Sleeping Beauty (1959),Animation|Children|Musical,1959,3.9,32
2634,3.116520206557865,"Mummy, The (1959)",Horror,1959,2.85,81
910,4.041113639910948,Some Like It Hot (1959),Comedy|Crime,1959,4.45,40
1016,3.1255612219708424,"Shaggy Dog, The (1959)",Children|Comedy,1959,2.2,103
1287,3.7958151150388146,Ben-Hur (1959),Action|Adventure|Drama,1959,3.9,33
2519,3.206692603161752,House on Haunted Hill (1959),Drama|Horror|Thriller,1959,2.2,53
3801,3.8499545844972074,Anatomy of a Murder (1959),Drama|Mystery,1959,4.25,35
4329,3.6733624427198968,Rio Bravo (1959),Western,1959,4.1,33
2731,3.986601013149164,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,1959,4.65,48
2488,3.597976498082801,Peeping Tom (1960),Drama|Horror|Thriller,1960,4.1,31
2728,3.7920136387406407,Spartacus (1960),Action|Drama|Romance|War,1960,4.05,45
4792,2.956205529693953,13 Ghosts (1960),Horror,1960,1.7,89
6461,3.6670231699719853,"Unforgiven, The (1960)",Drama|Western,1960,4.25,56
3959,3.6153457984751705,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,1960,2.4,146
909,3.9649955546778397,"Apartment, The (1960)",Comedy|Drama|Romance,1960,4.15,43
4914,3.8075966828097845,Breathless (�? bout de souffle) (1960),Crime|Drama|Romance,1960,4.3,48
1219,4.053481562115383,Psycho (1960),Crime|Horror,1960,4.45,67
8154,3.7313913999224266,"Dolce Vita, La (1960)",Drama,1960,4.55,53
4954,3.465270433128447,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,1960,3.45,166
1947,3.7410031133299437,West Side Story (1961),Drama|Musical|Romance,1961,4.05,49
2732,3.794189186965248,Jules and Jim (Jules et Jim) (1961),Drama|Romance,1961,4.45,31
3030,4.07886178740154,Yojimbo (1961),Action|Adventure,1961,4.4,34
1013,3.3870974391128925,"Parent Trap, The (1961)",Children|Comedy|Romance,1961,3.5,34
902,3.8175417536816534,Breakfast at Tiffany's (1961),Drama|Romance,1961,3.7,43
2085,3.414546112392908,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,1961,4.0,37
3468,4.013378225603333,"Hustler, The (1961)",Drama,1961,4.3,33
3627,3.3161671163150324,Carnival of Souls (1962),Horror|Thriller,1962,3.6,31
1207,4.154371602270146,To Kill a Mockingbird (1962),Drama,1962,4.4,39
2949,3.6520369640847132,Dr. No (1962),Action|Adventure|Thriller,1962,3.8,42
4406,3.7956132858018954,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,1962,4.3,34
3546,3.6179037086573977,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,1962,3.8,37
1344,3.7253968243921145,Cape Fear (1962),Crime|Drama|Thriller,1962,3.45,38
1267,4.076053962380149,"Manchurian Candidate, The (1962)",Crime|Thriller|War,1962,4.3,48
1204,4.122154060806247,Lawrence of Arabia (1962),Adventure|Drama|War,1962,4.4,56
2729,3.7367959227463485,Lolita (1962),Drama|Romance,1962,4.0,38
6662,3.6308201041874506,"Pink Panther, The (1963)",Comedy|Crime,1963,2.05,139
1572,3.5051612857722128,"Contempt (Mépris, Le) (1963)",Drama,1963,4.2,35
911,3.9672512045293407,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,1963,4.05,33
2136,2.891398165847724,"Nutty Professor, The (1963)",Comedy|Sci-Fi,1963,3.0,51
2948,3.665659983736377,From Russia with Love (1963),Action|Adventure|Thriller,1963,3.95,45
1251,3.9227196871698697,8 1/2 (8½) (1963),Drama|Fantasy,1963,4.2,34
1333,3.7255231556657677,"Birds, The (1963)",Horror|Thriller,1963,4.0,40
2550,3.495125551483432,"Haunting, The (1963)",Horror|Thriller,1963,1.85,87
914,3.873136082596537,My Fair Lady (1964),Comedy|Drama|Musical|Romance,1964,4.0,36
199,3.6223214261224452,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,4.3,45
1028,3.7118799667760243,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,1964,4.1,37
2951,3.8788041171996683,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,1964,4.05,35
750,4.223802697936883,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,1964,4.5,58
2863,3.7653014062303827,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,1964,4.1,72
2947,3.718279386291554,Goldfinger (1964),Action|Adventure|Thriller,1964,4.2,48
2067,3.875036377536435,Doctor Zhivago (1965),Drama|Romance|War,1965,3.6,32
1035,3.781366416596526,"Sound of Music, The (1965)",Musical|Romance,1965,3.85,47
2993,3.5700849246417947,Thunderball (1965),Action|Adventure|Thriller,1965,3.5,33
6448,3.46012432954072,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama,1965,2.4,115
3075,3.647683752355065,Repulsion (1965),Drama|Horror,1965,4.4,44
2132,3.923416130355247,Who's Afraid of Virginia Woolf? (1966),Drama,1966,4.3,31
52435,3.631984005528661,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical,1966,2.8,127
3788,3.7019634069892238,Blow-Up (Blowup) (1966),Drama|Mystery,1966,4.0,35
4191,3.407504074276387,Alfie (1966),Comedy|Drama|Romance,1966,2.75,149
1201,4.090230727864953,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,1966,4.35,62
26131,3.800115071957911,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War,1966,4.5,70
2135,3.060429445959682,Doctor Dolittle (1967),Adventure|Children|Musical,1967,2.6,49
7569,3.5223053873738213,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,1967,3.05,33
1084,3.848908601122581,Bonnie and Clyde (1967),Crime|Drama,1967,4.05,46
1276,4.068640850001084,Cool Hand Luke (1967),Drama,1967,4.4,44
5796,2.988819871943207,Casino Royale (1967),Action|Adventure|Comedy,1967,3.9,214
154,3.7067236453170516,Beauty of the Day (Belle de jour) (1967),Drama,1967,4.3,36
1247,4.04707223872871,"Graduate, The (1967)",Comedy|Drama|Romance,1967,4.0,44
3507,3.7996143237087745,"Odd Couple, The (1968)",Comedy,1968,4.1,31
674,2.991442154004979,Barbarella (1968),Adventure|Comedy|Sci-Fi,1968,3.0,35
4912,3.3899999963155603,Funny Girl (1968),Drama|Musical|Romance,1968,3.8,38
1209,4.02712451499141,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,1968,4.5,48
2529,3.601961823592096,Planet of the Apes (1968),Action|Drama|Sci-Fi,1968,3.7,44
924,3.9397778897628566,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968,4.4,53
2764,3.477874185021026,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,1968,3.2,88
2857,3.540751326064281,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,1968,3.8,36
968,3.604478836330502,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,1968,4.25,45
7076,3.6027101493168816,Bullitt (1968),Action|Crime|Drama|Thriller,1968,3.85,33
2300,3.861672172829026,"Producers, The (1968)",Comedy,1968,2.9,150
1304,4.024978203703005,Butch Cassidy and the Sundance Kid (1969),Action|Western,1969,4.05,42
3633,3.3631116672091754,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,1969,3.3,37
1952,3.93687150765405,Midnight Cowboy (1969),Drama,1969,4.15,49
599,3.8861186704036066,"Wild Bunch, The (1969)",Adventure|Western,1969,4.4,38
6893,3.5484780976476804,"Italian Job, The (1969)",Action|Comedy|Crime,1969,3.2,178
3168,3.6579615640121568,Easy Rider (1969),Adventure|Drama,1969,3.95,37
5060,3.878308258755208,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,1970,4.1,35
2925,3.70122604985659,"Conformist, The (Conformista, Il) (1970)",Drama,1970,4.4,40
1272,3.9916368251198855,Patton (1970),Drama|War,1970,4.1,36
1235,3.9492295114479163,Harold and Maude (1971),Comedy|Drama|Romance,1971,3.8,38
3947,3.374345987394811,Get Carter (1971),Action|Crime|Drama|Thriller,1971,1.8,60
26242,3.5184986562083447,Duel (1971),Action|Mystery|Thriller,1971,3.85,36
3152,3.8617264836209313,"Last Picture Show, The (1971)",Drama,1971,4.3,33
6645,3.357203386841919,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,1971,3.5,56
3032,3.3629270521989154,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,1971,2.8,32
3729,3.236548515434544,Shaft (1971),Action|Crime|Drama|Thriller,1971,3.7,31
3984,3.4732550947216083,Diamonds Are Forever (1971),Action|Adventure|Thriller,1971,3.2,36
4855,3.7296522851034855,Dirty Harry (1971),Action|Crime|Thriller,1971,3.9,42
3093,3.6344159219815877,McCabe & Mrs. Miller (1971),Drama|Western,1971,4.2,35
1953,3.9157865720497025,"French Connection, The (1971)",Action|Crime|Thriller,1971,4.25,45
2361,3.251974068982234,Pink Flamingos (1972),Comedy,1972,3.3,35
7084,3.6220108662111756,"Play It Again, Sam (1972)",Comedy|Romance,1972,3.7,32
3503,3.6646903304618013,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,1972,4.15,39
1082,3.5343270847797488,"Candidate, The (1972)",Drama,1972,4.3,48
6666,3.6565902543430164,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,1972,4.2,38
3545,3.781879006150781,Cabaret (1972),Drama|Musical,1972,4.15,32
2871,3.780697259418896,Deliverance (1972),Adventure|Drama|Thriller,1972,4.25,50
7063,3.748528592483537,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,1972,4.45,32
858,4.350020308088947,"Godfather, The (1972)",Crime|Drama,1972,4.5,66
5120,3.731032606012419,Sleuth (1972),Comedy|Mystery|Thriller,1972,2.55,118
6533,3.451858402710487,"What's Up, Doc? (1972)",Comedy,1972,3.55,33
8016,3.38738827712299,"Getaway, The (1972)",Action|Crime|Drama|Thriller,1972,2.9,124
5105,3.4954440116315446,Don't Look Now (1973),Drama|Horror|Thriller,1973,4.1,37
1997,3.7221372389828162,"Exorcist, The (1973)",Horror|Mystery,1973,3.85,43
2137,3.540342856336792,Charlotte's Web (1973),Animation|Children,1973,3.5,142
8042,3.661626097909296,Mean Streets (1973),Crime|Drama,1973,4.45,46
7089,3.5390476147730308,Amarcord (1973),Comedy|Drama,1973,4.1,39
4754,3.5802208329634424,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,1973,3.85,45
3741,3.872196967826837,Badlands (1973),Crime|Drama|Thriller,1973,4.35,38
2991,3.455229969410766,Live and Let Die (1973),Action|Adventure|Thriller,1973,2.95,36
1234,4.13983534260747,"Sting, The (1973)",Comedy|Crime,1973,4.05,45
2009,3.4593013089656877,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1973,3.0,31
3363,3.761878521610877,American Graffiti (1973),Comedy|Drama,1973,4.15,32
3735,3.8396279461524663,Serpico (1973),Crime|Drama,1973,4.0,37
2459,3.2002552453383015,"Texas Chainsaw Massacre, The (1974)",Horror,1974,2.4,152
4220,3.412200814397461,"Longest Yard, The (1974)",Comedy,1974,2.4,163
1278,3.9690832100508664,Young Frankenstein (1974),Comedy|Fantasy,1974,4.25,46
3730,3.9794765828886245,"Conversation, The (1974)",Drama|Mystery,1974,4.3,43
1252,4.16594560373579,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1974,4.65,47
3384,3.6484152480766427,"Taking of Pelham One Two Three, The (1974)",Action|Crime,1974,4.1,32
3671,3.842599146479976,Blazing Saddles (1974),Comedy|Western,1974,4.05,45
1221,4.255165244643445,"Godfather: Part II, The (1974)",Crime|Drama,1974,4.6,55
3639,3.443419234943132,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,1974,2.55,33
3362,3.9271835646206563,Dog Day Afternoon (1975),Crime|Drama,1975,4.25,35
2346,3.2568649439067903,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,1975,2.35,163
1193,4.229761435168994,One Flew Over the Cuckoo's Nest (1975),Drama,1975,4.4,50
2303,3.77767441683823,Nashville (1975),Drama|Musical,1975,4.3,39
1387,3.790479971548564,Jaws (1975),Action|Horror,1975,4.4,37
1136,4.1586206895079005,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1975,3.9,51
7991,3.181913870873541,Death Race 2000 (1975),Action|Sci-Fi,1975,2.4,145
2657,3.3225647257232764,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,1975,3.25,35
2730,3.680762738799477,Barry Lyndon (1975),Drama|Romance|War,1975,3.9,49
2819,3.863096445447424,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,1975,3.5,37
3508,3.827860562816086,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,1976,4.0,31
1345,3.432362994273112,Carrie (1976),Drama|Fantasy|Horror|Thriller,1976,4.0,42
1350,3.5205405397065626,"Omen, The (1976)",Horror|Mystery|Thriller,1976,3.5,32
3504,3.9443743419318,Network (1976),Comedy|Drama,1976,4.05,41
2367,2.826877468854622,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,1976,3.85,242
1954,3.706579889037608,Rocky (1976),Drama,1976,4.05,41
111,4.09101316981157,Taxi Driver (1976),Crime|Drama|Thriller,1976,4.35,50
3551,3.7792438831388315,Marathon Man (1976),Crime|Drama|Thriller,1976,3.6,34
6787,3.9464417167817687,All the President's Men (1976),Drama|Thriller,1976,4.5,40
3726,3.404894626147417,Assault on Precinct 13 (1976),Action|Thriller,1976,2.95,160
3471,3.7630228587555683,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,1977,4.3,39
260,4.181058870496761,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,4.1,64
5693,3.2508897892796913,Saturday Night Fever (1977),Comedy|Drama|Romance,1977,3.7,38
1230,4.051413460622228,Annie Hall (1977),Comedy|Romance,1977,4.4,46
3635,3.4978841622275807,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,1977,3.35,37
3676,3.5264334289157278,Eraserhead (1977),Drama|Horror,1977,3.95,40
2014,3.0856473573521512,Freaky Friday (1977),Children|Comedy|Fantasy,1977,3.5,140
2116,3.2088281929626166,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,1978,4.3,239
2640,3.389511834951752,Superman (1978),Action|Adventure|Sci-Fi,1978,4.0,52
1982,3.5181831494597584,Halloween (1978),Horror,1978,2.05,101
7001,3.487337983580683,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,1978,4.45,36
2091,2.9599646197304543,Return from Witch Mountain (1978),Children|Sci-Fi,1978,2.55,145
7387,3.7108045962824283,Dawn of the Dead (1978),Action|Drama|Horror,1978,3.35,171
1388,2.6388922205684566,Jaws 2 (1978),Horror|Thriller,1978,4.4,37
2924,3.6790128391102934,Drunken Master (Jui kuen) (1978),Action|Comedy,1978,3.5,74
2932,3.745479007030598,Days of Heaven (1978),Drama,1978,3.95,36
1263,3.948121386837324,"Deer Hunter, The (1978)",Drama|War,1978,4.15,44
1380,3.3088406692537418,Grease (1978),Comedy|Musical|Romance,1978,3.35,54
5385,3.693911822997096,"Last Waltz, The (1978)",Documentary,1978,4.2,39
3421,3.7959061361579174,Animal House (1978),Comedy,1978,3.85,40
1244,4.0162969875160925,Manhattan (1979),Comedy|Drama|Romance,1979,4.3,43
1327,2.9447884109806446,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,1979,2.1,155
3702,3.516096514215855,Mad Max (1979),Action|Adventure|Sci-Fi,1979,3.85,38
1371,3.0840904654964763,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,1979,2.9,31
6658,2.9806502736422287,10 (1979),Comedy|Romance,1979,3.65,157
2901,3.1606415236509973,Phantasm (1979),Horror|Sci-Fi,1979,3.1,35
1080,3.9609915940097284,Monty Python's Life of Brian (1979),Comedy,1979,4.1,53
1208,4.088219584360443,Apocalypse Now (1979),Action|Drama|War,1979,4.4,61
5489,3.463673135164119,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror,1979,3.8,34
1955,3.6789074064931206,Kramer vs. Kramer (1979),Drama,1979,3.95,34
3638,3.1462548253017086,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,1979,2.85,36
3396,3.6430961188897366,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,1979,3.9,37
